key,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44
31430,32,"Armorcraft","RecipeLevelTable#180","Replica High Allagan Cuirass of Maiming",1,"High Allagan Aetherstone - Body Gear",2,"Wootz Ingot",2,"Kirimu Leather",2,"Platinum Ingot",1,"Battlecraft Demimateria III",3,"",0,"Ice Cluster",2,"Earth Cluster",2,"Dated Cotton Sarouel (Yellow)",0,"",50,"RecipeNotebookList#100",100,100,0,718,695,0,0,42,0,False,"Master Carpenter I",,0,0,False,"","",65535,0
31431,32,"Armorcraft","RecipeLevelTable#180","Replica High Allagan Gauntlets of Maiming",1,"High Allagan Aetherstone - Hand Gear",2,"Wootz Ingot",2,"Kirimu Leather",1,"Platinum Ingot",1,"Battlecraft Demimateria III",3,"",0,"Ice Cluster",2,"Earth Cluster",2,"Dated Cotton Sarouel (Yellow)",0,"",50,"RecipeNotebookList#100",100,100,0,718,695,0,0,42,0,False,"Master Carpenter I",,0,0,False,"","",65535,0
31432,32,"Leatherworking","RecipeLevelTable#180","Replica High Allagan Trousers of Maiming",1,"High Allagan Aetherstone - Leg Gear",2,"Kirimu Leather",3,"Arachne Velveteen",1,"Platinum Ingot",1,"Battlecraft Demimateria III",3,"",0,"Earth Cluster",2,"Wind Cluster",2,"Dated Cotton Sarouel (Blue)",0,"",50,"RecipeNotebookList#100",100,100,0,718,695,0,0,44,0,False,"Master Carpenter I",,0,0,False,"","",65535,0
31433,32,"Armorcraft","RecipeLevelTable#180","Replica High Allagan Sabatons of Maiming",1,"High Allagan Aetherstone - Foot Gear",2,"Wootz Ingot",2,"Kirimu Leather",1,"Platinum Ingot",1,"Battlecraft Demimateria III",3,"",0,"Ice Cluster",2,"Earth Cluster",2,"Dated Cotton Sarouel (Yellow)",0,"",50,"RecipeNotebookList#100",100,100,0,718,695,0,0,42,0,False,"Master Carpenter I",,0,0,False,"","",65535,0
31434,32,"Armorcraft","RecipeLevelTable#180","Replica High Allagan Headgear of Striking",1,"High Allagan Aetherstone - Headgear",2,"Wootz Ingot",2,"Kirimu Leather",1,"Platinum Ingot",1,"Battlecraft Demimateria III",3,"",0,"Ice Cluster",2,"Earth Cluster",2,"Dated Cotton Sarouel (Yellow)",0,"",50,"RecipeNotebookList#100",100,100,0,718,695,0,0,42,0,False,"Master Carpenter I",,0,0,False,"","",65535,0
31435,32,"Armorcraft","RecipeLevelTable#180","Replica High Allagan Cuirass of Striking",1,"High Allagan Aetherstone - Body Gear",2,"Wootz Ingot",2,"Kirimu Leather",2,"Platinum Ingot",1,"Battlecraft Demimateria III",3,"",0,"Ice Cluster",2,"Earth Cluster",2,"Dated Cotton Sarouel (Yellow)",0,"",50,"RecipeNotebookList#100",100,100,0,718,695,0,0,42,0,False,"Master Carpenter I",,0,0,False,"","",65535,0
31436,32,"Armorcraft","RecipeLevelTable#180","Replica High Allagan Gauntlets of Striking",1,"High Allagan Aetherstone - Hand Gear",2,"Wootz Ingot",2,"Kirimu Leather",1,"Platinum Ingot",1,"Battlecraft Demimateria III",3,"",0,"Ice Cluster",2,"Earth Cluster",2,"Dated Cotton Sarouel (Yellow)",0,"",50,"RecipeNotebookList#100",100,100,0,718,695,0,0,42,0,False,"Master Carpenter I",,0,0,False,"","",65535,0
31437,32,"Leatherworking","RecipeLevelTable#180","Replica High Allagan Trousers of Striking",1,"High Allagan Aetherstone - Leg Gear",2,"Kirimu Leather",3,"Arachne Velveteen",1,"Platinum Ingot",1,"Battlecraft Demimateria III",3,"",0,"Earth Cluster",2,"Wind Cluster",2,"Dated Cotton Sarouel (Blue)",0,"",50,"RecipeNotebookList#100",100,100,0,718,695,0,0,44,0,False,"Master Carpenter I",,0,0,False,"","",65535,0
31438,32,"Armorcraft","RecipeLevelTable#180","Replica High Allagan Sabatons of Striking",1,"High Allagan Aetherstone - Foot Gear",2,"Wootz Ingot",2,"Kirimu Leather",1,"Platinum Ingot",1,"Battlecraft Demimateria III",3,"",0,"Ice Cluster",2,"Earth Cluster",2,"Dated Cotton Sarouel (Yellow)",0,"",50,"RecipeNotebookList#100",100,100,0,718,695,0,0,42,0,False,"Master Carpenter I",,0,0,False,"","",65535,0
31439,32,"Leatherworking","RecipeLevelTable#180","Replica High Allagan Mask of Aiming",1,"High Allagan Aetherstone - Headgear",2,"Kirimu Leather",1,"Arachne Velveteen",2,"Platinum Ingot",1,"Battlecraft Demimateria III",3,"",0,"Earth Cluster",2,"Wind Cluster",2,"Dated Cotton Sarouel (Blue)",0,"",50,"RecipeNotebookList#100",100,100,0,718,695,0,0,44,0,False,"Master Carpenter I",,0,0,False,"","",65535,0
31440,32,"Clothcraft","RecipeLevelTable#180","Replica High Allagan Coat of Aiming",1,"High Allagan Aetherstone - Body Gear",2,"Arachne Velveteen",3,"Kirimu Leather",1,"Platinum Ingot",1,"Battlecraft Demimateria III",3,"",0,"Lightning Cluster",2,"Wind Cluster",2,"Dated Cotton Kecks",0,"",50,"RecipeNotebookList#100",100,100,0,718,695,0,0,45,0,False,"Master Carpenter I",,0,0,False,"","",65535,0
31441,32,"Leatherworking","RecipeLevelTable#180","Replica High Allagan Gloves of Aiming",1,"High Allagan Aetherstone - Hand Gear",2,"Kirimu Leather",2,"Platinum Ingot",2,"Battlecraft Demimateria III",3,"",0,"",0,"Earth Cluster",2,"Wind Cluster",2,"Dated Cotton Sarouel (Blue)",0,"",50,"RecipeNotebookList#100",100,100,0,718,695,0,0,44,0,False,"Master Carpenter I",,0,0,False,"","",65535,0
31442,32,"Leatherworking","RecipeLevelTable#180","Replica High Allagan Breeches of Aiming",1,"High Allagan Aetherstone - Leg Gear",2,"Kirimu Leather",2,"Arachne Velveteen",2,"Platinum Ingot",1,"Battlecraft Demimateria III",3,"",0,"Earth Cluster",2,"Wind Cluster",2,"Dated Cotton Sarouel (Blue)",0,"",50,"RecipeNotebookList#100",100,100,0,718,695,0,0,44,0,False,"Master Carpenter I",,0,0,False,"","",65535,0
31443,32,"Leatherworking","RecipeLevelTable#180","Replica High Allagan Boots of Aiming",1,"High Allagan Aetherstone - Foot Gear",2,"Kirimu Leather",2,"Arachne Velveteen",1,"Platinum Ingot",1,"Battlecraft Demimateria III",3,"",0,"Earth Cluster",2,"Wind Cluster",2,"Dated Cotton Sarouel (Blue)",0,"",50,"RecipeNotebookList#100",100,100,0,718,695,0,0,44,0,False,"Master Carpenter I",,0,0,False,"","",65535,0
31444,32,"Goldsmithing","RecipeLevelTable#180","Replica High Allagan Circlet of Healing",1,"High Allagan Aetherstone - Headgear",2,"Wootz Ingot",2,"Platinum Ingot",2,"Battlecraft Demimateria III",3,"",0,"",0,"Wind Cluster",2,"Fire Cluster",2,"Dated Cotton Sarouel (Green)",0,"",50,"RecipeNotebookList#100",100,100,0,718,695,0,0,43,0,False,"Master Carpenter I",,0,0,False,"","",65535,0
31445,32,"Clothcraft","RecipeLevelTable#180","Replica High Allagan Coat of Healing",1,"High Allagan Aetherstone - Body Gear",2,"Arachne Velveteen",3,"Kirimu Leather",1,"Platinum Ingot",1,"Battlecraft Demimateria III",3,"",0,"Lightning Cluster",2,"Wind Cluster",2,"Dated Cotton Kecks",0,"",50,"RecipeNotebookList#100",100,100,0,718,695,0,0,45,0,False,"Master Carpenter I",,0,0,False,"","",65535,0
31446,32,"Leatherworking","RecipeLevelTable#180","Replica High Allagan Gloves of Healing",1,"High Allagan Aetherstone - Hand Gear",2,"Kirimu Leather",2,"Arachne Velveteen",1,"Platinum Ingot",1,"Battlecraft Demimateria III",3,"",0,"Earth Cluster",2,"Wind Cluster",2,"Dated Cotton Sarouel (Blue)",0,"",50,"RecipeNotebookList#100",100,100,0,718,695,0,0,44,0,False,"Master Carpenter I",,0,0,False,"","",65535,0
31447,32,"Clothcraft","RecipeLevelTable#180","Replica High Allagan Pantaloons of Healing",1,"High Allagan Aetherstone - Leg Gear",2,"Arachne Velveteen",2,"Kirimu Leather",2,"Platinum Ingot",1,"Battlecraft Demimateria III",3,"",0,"Lightning Cluster",2,"Wind Cluster",2,"Dated Cotton Kecks",0,"",50,"RecipeNotebookList#100",100,100,0,718,695,0,0,45,0,False,"Master Carpenter I",,0,0,False,"","",65535,0
31448,32,"Leatherworking","RecipeLevelTable#180","Replica High Allagan Thighboots of Healing",1,"High Allagan Aetherstone - Foot Gear",2,"Kirimu Leather",1,"Wootz Ingot",2,"Platinum Ingot",1,"Battlecraft Demimateria III",3,"",0,"Earth Cluster",2,"Wind Cluster",2,"Dated Cotton Sarouel (Blue)",0,"",50,"RecipeNotebookList#100",100,100,0,718,695,0,0,44,0,False,"Master Carpenter I",,0,0,False,"","",65535,0
31449,32,"Leatherworking","RecipeLevelTable#180","Replica High Allagan Mask of Casting",1,"High Allagan Aetherstone - Headgear",2,"Kirimu Leather",1,"Arachne Velveteen",2,"Platinum Ingot",1,"Battlecraft Demimateria III",3,"",0,"Earth Cluster",2,"Wind Cluster",2,"Dated Cotton Sarouel (Blue)",0,"",50,"RecipeNotebookList#100",100,100,0,718,695,0,0,44,0,False,"Master Carpenter I",,0,0,False,"","",65535,0
31450,32,"Clothcraft","RecipeLevelTable#180","Replica High Allagan Coat of Casting",1,"High Allagan Aetherstone - Body Gear",2,"Arachne Velveteen",3,"Kirimu Leather",1,"Platinum Ingot",1,"Battlecraft Demimateria III",3,"",0,"Lightning Cluster",2,"Wind Cluster",2,"Dated Cotton Kecks",0,"",50,"RecipeNotebookList#100",100,100,0,718,695,0,0,45,0,False,"Master Carpenter I",,0,0,False,"","",65535,0
31451,32,"Leatherworking","RecipeLevelTable#180","Replica High Allagan Gloves of Casting",1,"High Allagan Aetherstone - Hand Gear",2,"Kirimu Leather",2,"Platinum Ingot",2,"Battlecraft Demimateria III",3,"",0,"",0,"Earth Cluster",2,"Wind Cluster",2,"Dated Cotton Sarouel (Blue)",0,"",50,"RecipeNotebookList#100",100,100,0,718,695,0,0,44,0,False,"Master Carpenter I",,0,0,False,"","",65535,0
31452,32,"Leatherworking","RecipeLevelTable#180","Replica High Allagan Breeches of Casting",1,"High Allagan Aetherstone - Leg Gear",2,"Kirimu Leather",2,"Arachne Velveteen",2,"Platinum Ingot",1,"Battlecraft Demimateria III",3,"",0,"Earth Cluster",2,"Wind Cluster",2,"Dated Cotton Sarouel (Blue)",0,"",50,"RecipeNotebookList#100",100,100,0,718,695,0,0,44,0,False,"Master Carpenter I",,0,0,False,"","",65535,0
31453,32,"Leatherworking","RecipeLevelTable#180","Replica High Allagan Boots of Casting",1,"High Allagan Aetherstone - Foot Gear",2,"Kirimu Leather",2,"Arachne Velveteen",1,"Platinum Ingot",1,"Battlecraft Demimateria III",3,"",0,"Earth Cluster",2,"Wind Cluster",2,"Dated Cotton Sarouel (Blue)",0,"",50,"RecipeNotebookList#100",100,100,0,718,695,0,0,44,0,False,"Master Carpenter I",,0,0,False,"","",65535,0
31454,32,"Woodworking","RecipeLevelTable#180","Orchestrion",1,"Cassia Block",1,"Birch Lumber",3,"Rosewood Lumber",3,"Gold Ingot",1,"Scale Glue",1,"",0,"Wind Cluster",2,"Ice Cluster",2,"Dated Hempen Trousers (Grey)",0,"",50,"RecipeNotebookList#100",50,100,0,718,695,0,0,40,0,False,"",,0,0,False,"","",65535,0
31455,32,"Clothcraft","RecipeLevelTable#180","Stuffed Onion Prince",1,"Onion Prince Seeds",1,"Chimerical Felt",1,"Apkallu Down",2,"Crawler Silk",1,"",0,"",0,"Lightning Cluster",2,"Wind Cluster",2,"Dated Cotton Kecks",0,"",50,"RecipeNotebookList#100",50,100,0,718,695,0,0,45,0,False,"",,0,0,False,"","",65535,0
31456,32,"Clothcraft","RecipeLevelTable#180","Stuffed Eggplant Knight",1,"Eggplant Knight Seeds",1,"Chimerical Felt",1,"Apkallu Down",2,"Crawler Silk",1,"",0,"",0,"Lightning Cluster",2,"Wind Cluster",2,"Dated Cotton Kecks",0,"",50,"RecipeNotebookList#100",50,100,0,718,695,0,0,45,0,False,"",,0,0,False,"","",65535,0
31457,32,"Clothcraft","RecipeLevelTable#180","Stuffed Garlic Jester",1,"Garlic Jester Seeds",1,"Chimerical Felt",1,"Apkallu Down",2,"Crawler Silk",1,"",0,"",0,"Lightning Cluster",2,"Wind Cluster",2,"Dated Cotton Kecks",0,"",50,"RecipeNotebookList#100",50,100,0,718,695,0,0,45,0,False,"",,0,0,False,"","",65535,0
31458,32,"Clothcraft","RecipeLevelTable#180","Stuffed Tomato King",1,"Tomato King Seeds",1,"Chimerical Felt",1,"Apkallu Down",2,"Crawler Silk",1,"",0,"",0,"Lightning Cluster",2,"Wind Cluster",2,"Dated Cotton Kecks",0,"",50,"RecipeNotebookList#100",50,100,0,718,695,0,0,45,0,False,"",,0,0,False,"","",65535,0
31459,32,"Clothcraft","RecipeLevelTable#180","Stuffed Mandragora Queen",1,"Mandragora Queen Seeds",1,"Chimerical Felt",1,"Apkallu Down",2,"Crawler Silk",1,"Nymeia Lily",1,"",0,"Lightning Cluster",2,"Wind Cluster",2,"Dated Cotton Kecks",0,"",50,"RecipeNotebookList#100",50,100,0,718,695,0,0,45,0,False,"",,0,0,False,"","",65535,0
31460,32,"Smithing","RecipeLevelTable#180","Pudding Floor Lamp",1,"Tincalconite",3,"Pudding Flesh",9,"Adamantite Nugget",3,"Tallow Candle",3,"",0,"",0,"Fire Cluster",2,"Earth Cluster",2,"Dated Cotton Sarouel (Red)",0,"",50,"RecipeNotebookList#100",50,100,0,718,695,0,0,41,0,False,"",,0,0,False,"","",65535,0
31461,32,"Clothcraft","RecipeLevelTable#180","Pudding Throw Rug",1,"Tincalconite",2,"Pudding Flesh",6,"Chimerical Felt",2,"",0,"",0,"",0,"Lightning Cluster",2,"Wind Cluster",2,"Dated Cotton Kecks",0,"",50,"RecipeNotebookList#100",50,100,0,718,695,0,0,45,0,False,"",,0,0,False,"","",65535,0
31462,32,"Leatherworking","RecipeLevelTable#180","Pudding Settee",1,"Tincalconite",2,"Pudding Flesh",6,"Amphiptere Leather",2,"",0,"",0,"",0,"Earth Cluster",2,"Wind Cluster",2,"Dated Cotton Sarouel (Blue)",0,"",50,"RecipeNotebookList#100",50,100,0,718,695,0,0,44,0,False,"",,0,0,False,"","",65535,0
31463,32,"Woodworking","RecipeLevelTable#180","Pudding Desk",1,"Tincalconite",2,"Pudding Flesh",6,"Birch Lumber",2,"",0,"",0,"",0,"Wind Cluster",2,"Ice Cluster",2,"Dated Hempen Trousers (Grey)",0,"",50,"RecipeNotebookList#100",50,100,0,718,695,0,0,40,0,False,"",,0,0,False,"","",65535,0
31464,32,"Goldsmithing","RecipeLevelTable#180","Dinosaur Skull",1,"Dinosaur Fossil",3,"Marble",2,"Titanium Ingot",1,"Hallowed Water",1,"",0,"",0,"Wind Cluster",2,"Fire Cluster",2,"Dated Cotton Sarouel (Green)",0,"",50,"RecipeNotebookList#100",50,100,0,718,695,0,0,43,0,False,"",,0,0,False,"","",65535,0
31465,32,"Goldsmithing","RecipeLevelTable#180","Dinosaur Skeleton",1,"Dinosaur Fossil",5,"Marble",3,"Titanium Ingot",1,"Hallowed Water",1,"",0,"",0,"Wind Cluster",2,"Fire Cluster",2,"Dated Cotton Sarouel (Green)",0,"",50,"RecipeNotebookList#100",50,100,0,718,695,0,0,43,0,False,"",,0,0,False,"","",65535,0
31466,32,"Goldsmithing","RecipeLevelTable#180","Dinosaur Tailbone",1,"Dinosaur Fossil",3,"Marble",4,"Titanium Ingot",1,"Hallowed Water",1,"",0,"",0,"Wind Cluster",2,"Fire Cluster",2,"Dated Cotton Sarouel (Green)",0,"",50,"RecipeNotebookList#100",50,100,0,718,695,0,0,43,0,False,"",,0,0,False,"","",65535,0
31467,32,"Goldsmithing","RecipeLevelTable#180","Living Arch",1,"Cut Stone",20,"Seventh Heaven",5,"Red Moko Grass",5,"Growth Formula Zeta",3,"",0,"",0,"Wind Cluster",2,"Fire Cluster",2,"Dated Cotton Sarouel (Green)",0,"",50,"RecipeNotebookList#100",50,100,0,718,695,0,0,43,0,False,"",,0,0,False,"","",65535,0
31468,32,"Woodworking","RecipeLevelTable#180","Shishi-odoshi",1,"Bamboo Stick",3,"Siltstone",10,"Cut Stone",3,"Astral Moraine",5,"Young Water Lily",1,"",0,"Wind Cluster",2,"Ice Cluster",2,"Dated Hempen Trousers (Grey)",0,"",50,"RecipeNotebookList#100",50,100,0,718,695,0,0,40,0,False,"",,0,0,False,"","",65535,0
31469,32,"Armorcraft","RecipeLevelTable#210","Faust Striking Dummy",1,"Faust Armor Plating",3,"Gordian Gear",2,"High Mythrite Ingot",2,"Allagan Catalyst",1,"Blood Pepper",1,"",0,"Ice Cluster",3,"Earth Cluster",2,"Dated Cotton Sarouel (Yellow)",0,"",50,"RecipeNotebookList#100",50,100,0,850,820,0,0,42,0,False,"",,0,0,False,"","",65535,0
31470,32,"Leatherworking","RecipeLevelTable#180","Sephirotic Barding",1,"Sephirot Sap",1,"Dinosaur Leather",4,"Star Sapphire",1,"Star Ruby",2,"",0,"",0,"Earth Cluster",2,"Wind Cluster",2,"Dated Cotton Sarouel (Blue)",0,"",50,"RecipeNotebookList#50",100,100,0,718,695,0,0,44,0,False,"",,0,0,False,"","",65535,0
31471,32,"Clothcraft","RecipeLevelTable#160","Wind-up Garuda",1,"Blood Pepper",1,"Chimerical Felt",1,"Crawler Silk",1,"Garuda's Feather",1,"",0,"",0,"Wind Shard",99,,0,"Dated Hempen Trousers",0,"",50,"RecipeNotebookList#50",100,100,0,620,0,0,0,37,0,False,"",,0,0,False,"","",65535,0
31472,32,"Clothcraft","RecipeLevelTable#160","Wind-up Titan",1,"Blood Pepper",1,"Chimerical Felt",1,"Crawler Silk",1,"Titan's Heart",1,"",0,"",0,"Earth Shard",99,,0,"Dated Hempen Trousers",0,"",50,"RecipeNotebookList#50",100,100,0,620,0,0,0,37,0,False,"",,0,0,False,"","",65535,0
31473,32,"Clothcraft","RecipeLevelTable#160","Wind-up Leviathan",1,"Blood Pepper",1,"Chimerical Felt",1,"Crawler Silk",1,"Leviathan's Barb",1,"",0,"",0,"Water Shard",99,,0,"Dated Hempen Trousers",0,"",50,"RecipeNotebookList#50",100,100,0,620,0,0,0,37,0,False,"",,0,0,False,"","",65535,0
31474,32,"Cooking","RecipeLevelTable#210","Spiced Cider",3,"Golden Apple",2,"Cinnamon",1,"Vanilla Beans",1,"Pearl Ginger",1,"Cloves",1,"",0,"Fire Cluster",3,"Water Cluster",2,"Dated Canvas Breeches",0,"",0,"RecipeNotebookList#100",100,100,0,850,820,995,0,47,0,True,"Master Carpenter I",,0,0,False,"","",65535,0
31475,32,"Cooking","RecipeLevelTable#210","Apple Strudel",3,"Golden Apple",2,"Highland Flour",1,"Fermented Butter",1,"Birch Syrup",1,"Vanilla Beans",1,"Cinnamon",1,"Fire Cluster",3,"Water Cluster",2,"Dated Canvas Breeches",0,"",50,"RecipeNotebookList#100",100,100,0,850,820,995,0,47,0,True,"Master Carpenter I",,0,0,False,"","",65535,0
31476,32,"Cooking","RecipeLevelTable#210","Peperoncino",3,"Vermicelli",1,"Solstice Garlic",1,"Mature Olive Oil",1,"Dragon Pepper",1,"Highland Parsley",1,"",0,"Fire Cluster",3,"Water Cluster",2,"Dated Canvas Breeches",0,"",50,"RecipeNotebookList#100",100,100,0,850,820,995,0,47,0,True,"Master Carpenter I",,0,0,False,"","",65535,0
31477,32,"Cooking","RecipeLevelTable#210","Boscaiola",3,"Vermicelli",1,"Tomato Sauce",1,"Mature Olive Oil",2,"Morel",1,"Porcini",1,"Cyclops Onion",1,"Fire Cluster",3,"Water Cluster",2,"Dated Canvas Breeches",0,"",50,"RecipeNotebookList#100",100,100,0,850,820,995,0,47,0,True,"Master Carpenter I",,0,0,False,"","",65535,0
31478,32,"Cooking","RecipeLevelTable#210","Loaghtan Steak",3,"Loaghtan Fillet",2,"Dravanian Paprika",1,"Fermented Butter",1,"Cooking Sherry",1,"Abalathian Rock Salt",1,"Thyme",1,"Fire Cluster",3,"Water Cluster",2,"Dated Canvas Breeches",0,"",50,"RecipeNotebookList#100",100,100,0,850,820,995,0,47,0,True,"Master Carpenter I",,0,0,False,"","",65535,0
31479,32,"Cooking","RecipeLevelTable#180","Oyster Confit",3,"Coerthan Oyster",1,"Mature Olive Oil",1,"Laurel",1,"Rosemary",1,"Highland Parsley",1,"",0,"Fire Cluster",2,"Water Cluster",2,"Dated Canvas Breeches",0,"",0,"RecipeNotebookList#100",100,100,0,718,695,850,0,47,0,True,"Master Carpenter I",,0,0,False,"","",65535,0
31480,32,"Cooking","RecipeLevelTable#180","Angler Stew",3,"Priestfish",1,"Solstice Garlic",1,"Cyclops Onion",1,"Chives",1,"Highland Flour",1,"Yak Milk",1,"Fire Cluster",2,"Water Cluster",2,"Dated Canvas Breeches",0,"",50,"RecipeNotebookList#100",100,100,0,718,695,850,0,47,0,True,"Master Carpenter I",,0,0,False,"","",65535,0
31481,32,"Cooking","RecipeLevelTable#180","Sweet Gnomefish",1,"Gnomefish",1,"Birch Syrup",1,"",0,"",0,"",0,"",0,"Fire Crystal",7,"Water Crystal",7,"Dated Canvas Breeches",0,"",50,"RecipeNotebookList#100",100,100,0,718,695,810,0,47,0,True,"Master Carpenter I",,0,0,False,"","",65535,0
31482,31,"Smithing","RecipeLevelTable#210","High Mythrite Ingot",1,"Eikon Mythrite",2,"Lumythrite Ore",3,"Mythrite Ore",2,"",0,"",0,"",0,"Fire Cluster",3,"Earth Cluster",2,"Dated Cotton Sarouel (Red)",0,"",0,"RecipeNotebookList#100",100,100,0,850,820,995,0,41,0,True,"Master Carpenter I",,0,0,False,"","",65535,0
31483,31,"Armorcraft","RecipeLevelTable#210","High Mythrite Ingot",1,"Eikon Mythrite",2,"Lumythrite Ore",3,"Mythrite Ore",2,"",0,"",0,"",0,"Ice Cluster",3,"Earth Cluster",2,"Dated Cotton Sarouel (Yellow)",0,"",0,"RecipeNotebookList#100",100,100,0,850,820,995,0,42,0,True,"Master Carpenter I",,0,0,False,"","",65535,0
31484,31,"Goldsmithing","RecipeLevelTable#210","Eikon Iron Ingot",1,"Eikon Metal",2,"Smithsonite Ore",3,"Iron Ore",3,"",0,"",0,"",0,"Wind Cluster",3,"Fire Cluster",2,"Dated Cotton Sarouel (Green)",0,"Gil",0,"RecipeNotebookList#100",100,100,0,850,820,995,0,43,0,True,"Master Carpenter I",,0,0,False,"","",65535,0
31485,31,"Clothcraft","RecipeLevelTable#210","Eikon Cloth",1,"Eikon Fiber",2,"Frost Cotton Boll",3,"Rainbow Cotton Boll",2,"",0,"",0,"",0,"Lightning Cluster",3,"Wind Cluster",2,"Dated Cotton Kecks",0,"Gil",0,"RecipeNotebookList#100",100,100,0,850,820,995,0,45,0,True,"Master Carpenter I",,0,0,False,"","",65535,0
31486,31,"Leatherworking","RecipeLevelTable#210","Eikon Leather",1,"Eikon Hide",2,"Camphor",3,"Wattle Bark",1,"",0,"",0,"",0,"Earth Cluster",3,"Wind Cluster",2,"Dated Cotton Sarouel (Blue)",0,"",50,"RecipeNotebookList#100",100,100,0,850,820,995,0,44,0,True,"Master Carpenter I",,0,0,False,"","",65535,0
31487,31,"Woodworking","RecipeLevelTable#210","Treated Camphorwood Lumber",1,"Old-growth Camphorwood Log",3,"Borax",2,"Gobcraft Resin",2,"",0,"",0,"",0,"Wind Cluster",3,"Ice Cluster",2,"Dated Hempen Trousers (Grey)",0,"",0,"RecipeNotebookList#100",100,100,0,850,820,995,0,40,0,True,"Master Carpenter I",,0,0,False,"","",65535,0
31488,31,"Woodworking","RecipeLevelTable#180","Camphorwood Lumber",1,"Camphorwood Log",3,"",0,"",0,"",0,"",0,"",0,"Wind Crystal",7,"Ice Crystal",7,"Dated Hempen Trousers (Grey)",0,"",0,"RecipeNotebookList#100",100,100,0,718,695,810,0,40,0,True,"Master Carpenter I",,0,0,False,"","",65535,0
31489,31,"Alchemy","RecipeLevelTable#180","Camphor",3,"Camphorwood Branch",5,"",0,"",0,"",0,"",0,"",0,"Water Cluster",2,"Lightning Cluster",2,"Dated Cotton Kecks (Blue)",0,"",0,"RecipeNotebookList#100",100,100,0,718,695,850,0,46,0,True,"Master Carpenter I",,0,0,False,"","",65535,0
31490,31,"Alchemy","RecipeLevelTable#250","Grade 3 Strength Dissolvent",3,"Goblinol",2,"Zeolite Ore",3,"Morel",1,"Bear Fat",2,"",0,"",0,"Water Cluster",3,"Lightning Cluster",3,"Dated Cotton Kecks (Blue)",0,"",0,"RecipeNotebookList#100",100,100,0,995,955,1100,0,46,0,True,"Master Carpenter I",,0,0,False,"","",65535,0
31491,31,"Alchemy","RecipeLevelTable#250","Grade 3 Dexterity Dissolvent",3,"Goblinol",2,"Zeolite Ore",3,"Gaelicatnip",1,"Mist Dill",2,"",0,"",0,"Water Cluster",3,"Lightning Cluster",3,"Dated Cotton Kecks (Blue)",0,"",0,"RecipeNotebookList#100",100,100,0,995,955,1100,0,46,0,True,"Master Carpenter I",,0,0,False,"","",65535,0
31492,31,"Alchemy","RecipeLevelTable#250","Grade 3 Vitality Dissolvent",3,"Goblinol",2,"Zeolite Ore",3,"Griffin Talon",1,"Wyvern Wing",2,"",0,"",0,"Water Cluster",3,"Lightning Cluster",3,"Dated Cotton Kecks (Blue)",0,"",0,"RecipeNotebookList#100",100,100,0,995,955,1100,0,46,0,True,"Master Carpenter I",,0,0,False,"","",65535,0
31493,31,"Alchemy","RecipeLevelTable#250","Grade 3 Intelligence Dissolvent",3,"Goblinol",2,"Zeolite Ore",3,"Chysahl Greens",1,"Mogpom",2,"",0,"",0,"Water Cluster",3,"Lightning Cluster",3,"Dated Cotton Kecks (Blue)",0,"",0,"RecipeNotebookList#100",100,100,0,995,955,1100,0,46,0,True,"Master Carpenter I",,0,0,False,"","",65535,0
31494,31,"Alchemy","RecipeLevelTable#250","Grade 3 Mind Dissolvent",3,"Goblinol",2,"Zeolite Ore",3,"Gloaming Coral",1,"Blue Cloud Coral",2,"",0,"",0,"Water Cluster",3,"Lightning Cluster",3,"Dated Cotton Kecks (Blue)",0,"",0,"RecipeNotebookList#100",100,100,0,995,955,1100,0,46,0,True,"Master Carpenter I",,0,0,False,"","",65535,0
31495,32,"Alchemy","RecipeLevelTable#210","Max-Potion of Strength",3,"Powdered Merman Horn",1,"Royal Mistletoe",2,"Rue",2,"Duskborne Aethersand",2,"",0,"",0,"Water Cluster",3,"Lightning Cluster",2,"Dated Cotton Kecks (Blue)",0,"",0,"RecipeNotebookList#100",100,100,0,850,820,995,0,46,0,True,"Master Carpenter I",,0,0,False,"","",65535,0
31496,32,"Alchemy","RecipeLevelTable#210","Max-Potion of Dexterity",3,"Powdered Merman Horn",1,"Royal Mistletoe",2,"Coneflower",2,"Duskborne Aethersand",2,"",0,"",0,"Water Cluster",3,"Lightning Cluster",2,"Dated Cotton Kecks (Blue)",0,"",0,"RecipeNotebookList#100",100,100,0,850,820,995,0,46,0,True,"Master Carpenter I",,0,0,False,"","",65535,0
31497,32,"Alchemy","RecipeLevelTable#210","Max-Potion of Vitality",3,"Powdered Merman Horn",1,"Royal Mistletoe",2,"Cow Bitter",2,"Duskborne Aethersand",2,"",0,"",0,"Water Cluster",3,"Lightning Cluster",2,"Dated Cotton Kecks (Blue)",0,"",0,"RecipeNotebookList#100",100,100,0,850,820,995,0,46,0,True,"Master Carpenter I",,0,0,False,"","",65535,0
